frame,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,Xa,Ya,Xb,Yb,Xc,Yc,Xd,Yd,Xe,Ye,Xf,Yf,Xg,Yg
287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.30864,147.80864,220.26785,195.6369,150.68823,187.20589,322.2377,320.71857,592.89685,311.7963,201.30571,407.28857,553.3557,395.42538
288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.26219,146.36586,220.22667,195.52667,149.26608,188.17836,322.53076,322.23334,590.40564,311.1415,203.90645,409.13226,555.54974,397.47015
289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.84438,145.03642,221.32677,196.00394,149.28735,186.53448,320.35474,322.06424,590.9422,312.5476,203.85669,410.8376,554.86584,394.68536
290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.55035,142.77338,222.99068,196.07143,149.9551,187.45808,320.51053,322.66315,593.94116,315.6706,203.0871,408.65485,555.09406,396.17822
291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.39941,146.12721,223.38387,196.45483,150.08286,188.42,322.56317,321.0263,596.4157,315.44943,202.76315,408.4766,556.8744,396.99753
292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.34483,146.0431,221.0329,195.9408,149.10625,188.70625,321.26343,318.14517,594.36707,316.11273,202.67392,409.46893,554.7723,398.0792
293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.85454,146.59091,221.4728,197.2619,147.93787,188.13905,320.57385,320.07385,593.1243,312.918,205.34714,410.09872,553.445,400.46
294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.36923,147.21538,224.27551,195.71089,146.97025,187.63095,319.5791,319.38135,593.6111,313.5582,206.0592,409.67764,552.27454,397.33823
295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.8233,146.73308,223.3116,194.66667,149.85542,188.9277,320.71786,321.5503,592.68555,311.18558,207.9586,409.02228,551.51013,393.64212
296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.16165,145.0188,222.22414,196.26552,150.51198,189.11078,321.9415,320.14362,594.98737,311.5,207.3481,405.1076,549.3204,393.4903
297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.63103,145.24483,222.40277,196.13889,147.56471,189.8647,322.05307,320.68994,594.1603,311.96155,210.4875,401.2625,551.27185,391.7864
298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.34314,146.71568,225.7624,195.48581,147.99397,189.46988,321.82663,319.77136,595.96075,310.3534,210.2528,401.38202,550.9626,391.65417
299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.85,148.15,225.9387,197.81613,148.92134,187.43259,321.43466,320.26883,593.8333,308.1455,208.11491,399.5,550.0374,390.63657
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.66806,144.33194,224.7451,197.34314,149.65344,188.46825,322.10336,321.18716,597.40955,304.5,208.2,397.84,550.35223,392.04678
301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.92477,143.99557,226.56165,194.06165,150.66385,187.25706,322.16666,320.3305,597.1286,303.88284,208.70886,398.17722,550.7654,391.9834
302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.61852,142.1074,224.2561,193.08537,150.35883,186.50589,322.2033,320.8956,594.5585,306.44806,208.28064,399.35806,550.6796,392.45145
303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.625,142.09091,228.52942,192.81372,151.90112,186.98587,323.15945,321.33243,596.57733,307.79834,210.36885,401.7787,551.18097,394.86667
304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.7745,140.54903,227.73438,191.67188,154.0607,187.44798,324.6695,322.5678,596.4889,305.68332,207.93243,399.02026,551.304,393.98743
305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.22794,142.66911,228.32727,193.52727,153.2052,187.43063,321.901,320.4505,597.26135,309.02274,208.03125,401.16876,553.32324,393.10605
306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.27777,140.51709,227.86539,194.3077,153.62717,186.99712,320.78876,320.377,598.0482,309.4277,209.8557,401.06375,553.6128,390.83334
307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.88052,140.90707,228.28723,194.39362,155.23563,189.5747,316.75424,320.22318,595.32886,312.29678,213.40532,399.52957,555.5045,390.32272
308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.68182,139.25325,226.07281,195.02428,156.18263,187.29042,316.73727,320.2401,595.4672,315.347,212.34706,398.87057,556.51025,390.90512
309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.7258,140.08064,228.38637,193.55302,155.00867,186.4711,316.1744,315.3779,595.5476,316.39795,212.8375,396.25,555.19904,389.19418
310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.15347,141.39108,230.57207,194.93243,152.97954,185.73392,316.7421,315.9684,596.21326,316.84265,213.3793,395.47702,555.3191,391.0377
311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.76471,140.86765,231.4375,194.32812,153.98824,184.10588,315.46793,316.29144,596.693,316.10233,215.72641,393.43082,554.83856,391.71875
312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.45901,142.39345,228.88637,192.47728,155.05135,185.0081,314.6675,315.38324,598.18024,315.94766,215.63939,393.19696,555.261,394.04636
313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.87607,141.26068,231.36,192.38667,154.89548,182.98587,312.72168,318.5,597.592,316.33908,214.61516,393.8818,552.6737,392.81454
314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.82857,139.90715,228.96854,194.53496,154.12105,180.57895,311.54544,315.29797,596.8938,314.26166,213.17429,392.47144,549.5963,392.51376
315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.48518,139.87038,229.4931,194.72758,155.04645,181.1448,310.96155,316.45193,596.4167,312.71667,213.12163,390.1973,550.7353,391.52716
316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.628,140.284,231.03522,195.60564,157.01704,181.42613,310.65866,315.49518,597.78186,316.12418,211.67575,393.04544,549.8148,391.80093
317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.14557,141.47469,229.02293,196.43578,157.2062,183.02542,310.82974,316.99188,597.891,318.2594,210.97954,393.01462,547.355,391.735
318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.87682,140.42754,228.95529,196.51627,156.42352,184.08235,312.66583,316.4196,594.8333,321.00354,209.08784,392.47296,549.06586,392.2122
319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.9031,143.47675,229.65,196.44286,158.07895,184.93275,310.1597,317.00784,593.9091,318.5909,210.87038,393.69135,549.65814,393.2907
320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.69672,142.04918,229.52702,195.10811,159.70625,184.89375,311.36734,318.52042,596.50555,318.53333,209.64667,393.40668,550.3821,393.4128
321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.81372,141.64706,229.83835,193.35715,159.13542,184.85938,310.1599,318.0127,594.0294,319.7745,210.5238,395.27975,551.2376,393.31683
322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.21094,144.32031,230.14568,191.1693,160.06685,183.76204,309.28452,317.6326,593.37427,317.82336,211.63373,395.2093,552.1114,392.46683
323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.84091,144.21591,228.96017,191.88052,157.51111,185.65,311.81885,318.82367,592.72034,319.16666,210.01807,394.5723,555.4491,391.14816
324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.36607,145.70535,230.71428,193.42857,156.95303,185.54973,312.20334,319.35168,593.1923,319.07397,210.5,398.37262,556.22815,393.29126
325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.14285,142.61905,231.92747,193.8435,155.88506,186.53448,311.44736,320.5,591.37646,320.82352,209.43828,395.93826,558.1,392.83
326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.94705,142.31177,231.91911,190.94118,155.01111,186.99445,312.23056,320.1995,590.525,318.925,207.73178,395.5861,559.65424,394.67023
327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.24107,144.22322,229.23529,191.42157,156.10869,190.65218,308.8508,319.15445,592.7893,317.35535,207.63043,393.65527,559.13416,393.3
328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.08678,142.57439,229.66936,192.54839,155.60365,189.9817,305.26767,318.64645,590.75,315.6218,206.5258,393.74515,557.61676,395.06345
329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.51613,142.2258,229.63913,193.35217,157.4,187.66112,305,315.87766,591.7534,315.74658,206.85664,393.54895,557.20654,393.4837
330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.12712,142.79662,231.13461,191.29488,158.66884,182.94156,304.6559,314.84946,591.373,313.31482,205.81288,392.1319,555.0098,393.7745
331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.72882,143.71187,230.72105,191.02632,158.4887,182.16667,305.94705,314.40588,591.1667,314.12585,204.47675,392.24417,552.01544,392.53082
332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.34251,142.42914,233.57535,191.65753,158.09195,177.94254,307.9889,316.78333,592.06067,312.8526,203.70645,395.22903,550.86743,393.14185
333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.88235,144.82353,232.87646,191.5353,158.75906,178.0855,309.16162,316.9899,593.7651,313.26505,204.91765,397.85294,552.8158,393.07895
334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.07143,144.83083,235.61644,192.27397,160.60527,177.96317,307.9054,315.77026,594.375,312.3466,202.20198,398.69205,552.3598,391.65887
335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,144.19643,234.61429,191.99524,160.67278,177.78796,308.05188,313.23584,594.20746,312.6915,200.5791,397.5339,551.6121,391.25336
336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.84445,144.7,234.74193,190.43549,160.5914,177.16667,307.38602,312.2979,592.00507,314.17676,200.8988,397.8155,552.38385,393.14142
337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.20769,144.06923,235.15,192.55714,161.62433,174.60811,308.7,309.69,590.78467,314.01825,201.39143,394.78,551.3039,391.9755
338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.7973,145.63513,237.16467,192.81737,163.35956,173.6236,305.91415,307.27777,588.86206,313.45978,202.24843,394.05975,549.87744,391.93137
339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.89362,147.31915,238.42,192.716,162.86041,173.65228,305.98224,308.87564,589.46857,311.38678,202.41954,391.40805,550.2136,391.56104
340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.86734,145.08163,237.26811,192.4855,163.55113,175.6875,305.16666,308.75925,588.23303,314.0534,200.28409,394.70456,549.52454,390.27942
341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.516,144.5,237.36145,193.29518,162.1978,178.17033,304.03732,308.3955,584.659,311.22308,202.19879,394.0241,550.0064,389.89914
342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.31512,143.86975,235.08667,194.39333,162.94086,179.24193,305.23785,311.53397,584.2539,311.03928,201.66847,395.63586,551.67114,389.55405
343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.16429,144.98572,233.2265,196.14957,163.84807,179.279,303.10406,309.4746,584.0596,310.53625,201.54402,394.4434,550.8702,391.27884
344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.29808,141.6923,232.70589,197.86765,164.09322,179.18361,306.29797,311.29797,583.7067,312.0028,200.38051,395.022,551.5963,391.6055
345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.78125,140.4875,229.93538,197.98299,165.31035,179.55746,305.62787,311.8516,584.80457,311.81473,200.0375,395.24374,550.2356,393.16827
346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.8375,139.0625,229.82031,200.48438,166.22455,178.26048,304.5306,311.4694,586.0032,315.2107,200.52924,395.6579,550.42633,394.92633
347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.69014,139.7817,227.30833,201.29167,164.5289,178.66185,303.15103,311.92188,586.3553,314.35526,203.23016,394.5,553.10565,395.65964
348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.75374,142.47762,227.4037,199.67036,163.71118,181.75465,302.1597,309.67276,589.64435,315.02063,205.63837,393.94025,555.62256,399.2843
349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.42241,141.35345,228.94827,199.60345,164.96368,182.48325,303.0873,311.69577,591.19464,316.73352,205.9759,392.41565,555.0951,397.95364
350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.25,143.30556,226.42784,202.2732,165.23714,182.14,304.05496,312.27487,591.2514,315.4096,207.47745,393.8534,554.3267,398.10892
351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.6194,144,225.13637,202.97728,166.25429,182.58,304.27777,310.95557,586.9732,315.88394,207.35988,393.82483,553.0102,402.9745
352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.04782,141.20435,227.684,204.076,167.07368,184.10527,305.3125,312.42188,590.4762,314.5873,207.47794,392.52942,555.03455,403.45853
353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.05905,143.05118,227.94537,205.45798,166.48305,184.12148,306.29514,310.8122,587.0868,316.8967,208.41875,389.51874,554.2437,403.17337
354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.27519,142.98062,227.5381,202.21428,164.75424,184.44916,304.55142,308.83713,589.60626,317.2375,206.54065,388.2805,555.4227,402.84784
355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.86134,142.02101,228.43814,206.66495,162.85838,183.46532,304.05225,306.0423,587.60474,319.47144,206.6579,384.67545,555.5197,400.64285
356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.97586,143.52069,226.2013,204.68182,163.66667,183.10753,305.39444,307.1,589.6818,318.35455,207.20323,385.5387,556.3889,403.14645
357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.58911,141.87624,226.89241,203.79114,162.14516,184.46774,304.80768,307.8901,590.60364,320.62805,205.19072,386.37628,554.9286,404.95502
358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.8578,142.38991,227.74107,204.60715,158.6044,185.45055,305.95596,308.62436,590.924,322.132,207.33333,386.33334,556.8229,404.83633
359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.59023,143.78572,227.6129,203.48387,157.02,185.95714,304.7139,308.6551,587.91406,323.84375,206.34769,387.13577,555.7985,406.3209
360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.13846,142.26923,226.68333,206.20833,157.55405,184.10541,305.6551,304.68182,587.2548,325.84195,203.44382,389.1292,553.3798,406.33655
361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.86487,142.66216,226.91791,205.06717,157.18817,184.33871,308.38586,303.78806,587.90137,325.2279,204.46794,385.7436,555.81604,404.75473
362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.2742,143.29355,223.54301,206.56451,156.49411,185.69412,304.55093,303.23148,590.82404,323.66202,205.95901,385.60382,557.64355,404.79187
363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.58643,148.09259,223.35567,205.74742,156.4734,185.19148,304.9878,304.8756,590.4042,322.55988,205.27515,385.47632,557.17944,405.17465
364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.20224,146.96068,223.62587,206.07343,154.44048,184.60715,304.13507,308.28198,589.90216,321.75,206.42656,386.7599,558.4649,405.1316
365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.5,144.9606,221.37582,207.9183,154.55914,183.5215,302.8379,307.67807,590.5,322.0606,206.53314,386.08563,557.9496,405.56723
366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.03642,143.42053,221.08125,209.65625,154.71622,181.43513,303.41705,307.7811,588.8702,323.46634,207.14285,386.2619,560.88495,405.2465
367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.68791,143.80202,219.83333,211.84,156.00829,178.27348,303.76154,309.25897,588.85675,321.67838,207.3503,387.88922,561.63464,403.80768
368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.75,146.09375,221.12416,212.70805,156.67241,176.32184,301.79535,307.1425,588.5347,321.97916,208.83775,385.4669,561.795,402.715
369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.15248,144.69858,221.10959,213.0822,156.82402,179.27654,299.7335,308.66245,587.1629,322.73596,205.62346,384.32715,559.81903,405.94763
370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.41019,143.56587,220.41667,214.5303,156.98877,179.91573,298.25662,307.48413,586.38,324.885,207.0974,384.02597,556.1986,405.0799
371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.57535,143.78082,218.71849,213.69328,157.42896,179.15573,298.72388,305.7388,586.9804,326.2745,209.26428,381.44287,554.8726,404.3585
372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.78467,142.26642,218.44029,216.59702,160.3973,177.38649,300.0782,304.8128,585.38763,324.5056,207.53165,378.6266,554.89575,405.12552
373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.2594,144.20677,216.48936,217.29787,161.52513,181.04774,302.0077,303.3,585.3639,321.35864,209.71312,378.2104,556.18494,403.3813
374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.66304,145.81522,219.04546,219.31061,162.46277,181.31915,301.25256,303.10825,586.3871,323.03763,211.28125,378.05,556.5718,404.85873
375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.19461,146.4521,217.30714,218.95,162.49448,182.10774,299.14398,302.82983,582.94763,322.96667,209.64095,381.36578,556.54974,405.01584
376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.99243,143.37122,217.17346,218.11224,163.58333,181.7738,299.9467,304.1396,585.19696,320.14142,208.79605,382.92105,557.0566,405.56604
377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.87314,141.61194,218.84587,218.20677,163.96857,181.05429,299.3125,301.88022,584.52686,318.98322,208.58163,383.14627,556.47534,406.83496
